synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
39,192,90994,90996,2,0,2,33,full_window_off,0,2,213541.40625,2905.126953125,216446.53125
40,133,68109,68110,1,0,1,19,full_window_off,212,213,110443.015625,910.566162109375,111353.578125
41,397,178859,178861,2,0,2,33,full_window_off,0,2,213541.40625,4330.64306640625,217872.0625
42,51,29751,29753,2,0,2,82,full_window_off,140,142,136211.0625,4180.0263671875,140391.09375
43,225,104882,104884,2,0,2,5,full_window_off,170,172,254262.375,3650.7939453125,257913.15625
44,189,90523,90525,2,0,2,64,full_window_off,281,283,224718.90625,4613.7080078125,229332.609375
45,359,164995,164997,2,0,2,75,full_window_off,429,431,138741.265625,2881.1298828125,141622.40625
46,244,113387,113390,3,0,3,41,full_window_off,116,119,102489.953125,5892.60400390625,108382.5625
47,148,74766,74768,2,0,2,101,full_window_off,123,125,134038.21875,3878.525390625,137916.71875
48,421,187418,187420,2,0,2,75,full_window_off,441,443,138741.265625,4793.81787109375,143535.09375
49,314,143001,143003,2,0,2,47,full_window_off,116,118,122180.421875,3745.68603515625,125926.1015625
50,342,159045,159047,2,0,2,46,full_window_off,126,128,213791.28125,4452.67529296875,218243.96875
51,428,189213,189214,1,0,1,75,full_window_off,24,25,138741.265625,1495.0379638671875,140236.3125
52,228,105055,105057,2,0,2,72,full_window_off,441,443,172581.40625,3094.822265625,175676.234375
53,328,152830,152832,2,0,2,37,full_window_off,76,78,96751.0078125,4509.53515625,101260.546875
54,278,130374,130378,4,0,4,8,full_window_off,162,166,146557.046875,6692.9560546875,153250.0
55,63,35092,35095,3,0,3,5,full_window_off,468,471,254262.375,7073.484375,261335.84375
56,41,26098,26100,2,0,2,0,full_window_off,476,478,174316.0625,4491.25146484375,178807.3125
57,86,44359,44362,3,0,3,136,full_window_off,15,18,169299.3125,6473.40478515625,175772.71875
58,70,36946,36948,2,0,2,19,full_window_off,360,362,110443.015625,4670.6943359375,115113.703125
59,285,132521,132522,1,0,1,75,full_window_off,123,124,138741.265625,1037.96533203125,139779.234375
60,40,25215,25218,3,0,3,98,full_window_off,117,120,146014.21875,5339.75390625,151353.96875
61,272,127960,127962,2,0,2,113,full_window_off,434,436,196288.84375,4322.0537109375,200610.890625
62,227,105011,105014,3,0,3,0,full_window_off,143,146,174316.0625,6072.11376953125,180388.1875
63,393,177583,177587,4,0,4,85,full_window_off,315,319,110651.34375,7727.013671875,118378.359375
64,211,98606,98608,2,0,2,33,full_window_off,458,460,213541.40625,3848.0986328125,217389.5
65,356,164714,164716,2,0,2,194,full_window_off,437,439,161247.59375,4066.47021484375,165314.0625
66,134,68244,68246,2,0,2,41,full_window_off,126,128,102489.953125,3697.958984375,106187.921875
67,423,187736,187738,2,0,2,90,full_window_off,232,234,127958.6640625,3764.826904296875,131723.5
68,446,194411,194413,2,0,2,103,full_window_off,464,466,173132.140625,3501.20703125,176633.34375
69,453,196906,196909,3,0,3,15,full_window_off,184,187,176627.1875,6567.5693359375,183194.75
70,338,158210,158212,2,0,2,136,full_window_off,75,77,169299.3125,3104.6435546875,172403.96875
71,146,73911,73914,3,0,3,87,full_window_off,407,410,240151.03125,5368.2763671875,245519.296875
72,52,30478,30481,3,0,3,103,full_window_off,151,154,173132.140625,6292.337890625,179424.484375
73,99,49447,49450,3,0,3,82,full_window_off,211,214,136211.0625,5452.15625,141663.21875
74,293,135186,135188,2,0,2,46,full_window_off,420,422,213791.28125,3840.44775390625,217631.71875
75,36,23651,23653,2,0,2,150,full_window_off,15,17,257332.578125,3557.16162109375,260889.734375
76,339,158304,158305,1,0,1,47,full_window_off,196,197,122180.421875,726.2057495117188,122906.625
77,8,5036,5039,3,0,3,116,full_window_off,84,87,252383.546875,5754.666015625,258138.21875
78,303,138979,138980,1,0,1,117,full_window_off,432,433,190274.40625,1202.88671875,191477.296875
79,326,152773,152776,3,0,3,44,full_window_off,376,379,109015.328125,6834.9951171875,115850.328125
80,380,173620,173622,2,0,2,46,full_window_off,63,65,213791.28125,2825.959716796875,216617.25
81,410,183157,183160,3,0,3,24,full_window_off,302,305,229376.578125,5447.2353515625,234823.8125
82,108,56682,56685,3,0,3,20,full_window_off,395,398,140532.03125,6994.1015625,147526.125
83,66,36048,36052,4,0,4,110,full_window_off,352,356,142147.5,5581.5517578125,147729.046875
84,27,14901,14904,3,0,3,36,full_window_off,405,408,100644.9921875,4732.40234375,105377.390625
85,233,106236,106237,1,0,1,20,full_window_off,507,508,140532.03125,905.6393432617188,141437.671875
86,122,64110,64112,2,0,2,0,full_window_off,472,474,174316.0625,4160.44580078125,178476.515625
87,7,4872,4876,4,0,4,90,full_window_off,505,509,127958.6640625,6159.47705078125,134118.15625
88,266,123571,123574,3,0,3,101,full_window_off,197,200,134038.21875,5916.0205078125,139954.21875
89,58,33350,33353,3,0,3,98,full_window_off,457,460,146014.21875,5279.5029296875,151293.71875
90,41,26098,26100,2,0,2,153,full_window_off,212,214,131587.6875,4491.25146484375,136078.9375
91,247,114552,114555,3,0,3,33,full_window_off,317,320,213541.40625,4994.6416015625,218536.046875
92,84,43258,43261,3,0,3,42,full_window_off,368,371,97319.0546875,5702.38623046875,103021.4453125
93,23,13977,13980,3,0,3,69,full_window_off,303,306,145529.859375,5641.3974609375,151171.25
94,60,33905,33907,2,0,2,43,full_window_off,175,177,98184.5390625,4500.3935546875,102684.9296875
95,305,139794,139797,3,0,3,190,full_window_off,426,429,166415.453125,4944.568359375,171360.03125
96,87,44581,44584,3,0,3,5,full_window_off,26,29,254262.375,5566.7724609375,259829.125
