synthetic_sample_index,source_event_id,source_start,source_end,source_length,used_start_in_source,used_length,real_background_window,background_rule,insert_at,insert_end,original_background_energy,inserted_event_energy,final_aggregate_energy
83,6,19453,19552,99,0,99,55,full_window_off,234,333,229844.96875,70137.9140625,299982.875
84,28,67072,67108,36,0,36,94,full_window_off,82,118,129977.5546875,41392.0703125,171369.625
85,62,150661,150766,105,0,105,61,full_window_off,27,132,149862.140625,81628.09375,231490.234375
86,63,153089,153109,20,0,20,177,full_window_off,7,27,205744.0625,39088.4140625,244832.46875
87,37,89390,89494,104,0,104,163,full_window_off,288,392,246093.6875,79855.328125,325949.03125
88,72,172571,172674,103,0,103,82,full_window_off,152,255,101499.015625,75368.96875,176867.984375
89,60,147780,147884,104,0,104,30,full_window_off,97,201,161399.53125,75098.859375,236498.390625
90,51,126698,126799,101,0,101,132,full_window_off,49,150,260669.5,70472.09375,331141.59375
91,43,103375,103477,102,0,102,71,full_window_off,206,308,208480.8125,74116.75,282597.5625
92,81,193103,193208,105,0,105,17,full_window_off,406,511,111904.65625,79812.765625,191717.40625
93,38,93059,93162,103,0,103,153,full_window_off,174,277,128014.234375,77674.765625,205689.0
94,26,60341,60443,102,0,102,152,full_window_off,282,384,132402.65625,74546.4375,206949.09375
95,12,27136,27225,89,0,89,139,full_window_off,319,408,140611.953125,73752.625,214364.5625
96,32,77922,78026,104,0,104,180,full_window_off,262,366,215498.21875,79528.921875,295027.125
97,28,67072,67108,36,0,36,2,full_window_off,321,357,255364.203125,41392.0703125,296756.28125
98,17,39297,39400,103,0,103,149,full_window_off,215,318,158763.3125,75005.21875,233768.53125
99,39,93263,93368,105,0,105,32,full_window_off,290,395,244579.21875,79813.4453125,324392.65625
100,14,32219,32322,103,0,103,82,full_window_off,342,445,101499.015625,74908.1953125,176407.203125
101,78,187620,187724,104,0,104,193,full_window_off,391,495,245089.875,79509.625,324599.5
102,47,114207,114308,101,0,101,38,full_window_off,345,446,183197.625,71206.03125,254403.65625
103,68,165504,165610,106,0,106,193,full_window_off,264,370,245089.875,82136.578125,327226.46875
104,12,27136,27225,89,0,89,97,full_window_off,190,279,224042.59375,73752.6171875,297795.1875
105,71,172032,172084,52,0,52,78,full_window_off,151,203,96551.859375,45132.1640625,141684.015625
106,6,19453,19552,99,0,99,164,full_window_off,312,411,129023.7890625,70137.9140625,199161.703125
107,3,9728,9817,89,0,89,85,full_window_off,203,292,108246.6640625,73056.265625,181302.921875
108,39,93263,93368,105,0,105,179,full_window_off,61,166,219127.5625,79813.453125,298941.0
109,26,60341,60443,102,0,102,35,full_window_off,100,202,196047.0,74546.4296875,270593.4375
110,77,185156,185258,102,0,102,184,full_window_off,18,120,282780.25,74918.6328125,357698.875
111,53,130406,130508,102,0,102,45,full_window_off,79,181,93203.40625,74836.109375,168039.515625
112,24,53760,53859,99,0,99,37,full_window_off,202,301,153259.875,75184.921875,228444.796875
113,84,199751,199853,102,0,102,116,full_window_off,297,399,158207.96875,74521.765625,232729.734375
114,41,97834,97939,105,0,105,3,full_window_off,34,139,121064.3359375,79600.5,200664.84375
115,22,50822,50926,104,0,104,47,full_window_off,343,447,102366.9609375,81530.828125,183897.796875
116,71,172032,172084,52,0,52,168,full_window_off,293,345,237533.875,45132.1640625,282666.03125
117,47,114207,114308,101,0,101,129,full_window_off,167,268,236252.15625,71206.03125,307458.15625
118,56,137722,137823,101,0,101,156,full_window_off,314,415,218082.421875,74622.453125,292704.875
119,52,126976,127065,89,0,89,12,full_window_off,307,396,195584.03125,73787.546875,269371.59375
120,31,76862,76926,64,0,64,147,full_window_off,242,306,201375.375,45861.53515625,247236.90625
121,74,179372,179476,104,0,104,65,full_window_off,380,484,217229.21875,80095.5234375,297324.75
122,71,172032,172084,52,0,52,64,full_window_off,222,274,236850.0625,45132.1640625,281982.21875
123,45,109568,109657,89,0,89,152,full_window_off,292,381,132402.65625,73264.703125,205667.34375
124,72,172571,172674,103,0,103,71,full_window_off,206,309,208480.8125,75368.96875,283849.75
125,36,87780,87884,104,0,104,178,full_window_off,124,228,154111.71875,79536.734375,233648.4375
126,49,120055,120156,101,0,101,24,full_window_off,350,451,175771.15625,70873.6953125,246644.84375
127,32,77922,78026,104,0,104,66,full_window_off,238,342,163566.078125,79528.921875,243095.0
128,42,99911,100013,102,0,102,167,full_window_off,218,320,168294.5625,76559.90625,244854.453125
129,43,103375,103477,102,0,102,22,full_window_off,9,111,157262.625,74116.75,231379.375
130,33,79532,79636,104,0,104,194,full_window_off,375,479,212714.5625,79999.0859375,292713.65625
131,53,130406,130508,102,0,102,125,full_window_off,160,262,197981.0,74836.109375,272817.125
132,15,35185,35287,102,0,102,2,full_window_off,139,241,255364.203125,74904.8359375,330269.0625
133,26,60341,60443,102,0,102,37,full_window_off,106,208,153259.875,74546.4296875,227806.3125
134,2,7086,7251,165,0,165,121,full_window_off,322,487,165033.625,105656.671875,270690.3125
135,58,145034,145136,102,0,102,87,full_window_off,172,274,214405.03125,74331.25,288736.3125
136,26,60341,60443,102,0,102,29,full_window_off,245,347,262503.4375,74546.4296875,337049.875
137,48,119293,119392,99,0,99,2,full_window_off,172,271,255364.203125,70009.09375,325373.3125
138,23,53165,53269,104,0,104,33,full_window_off,287,391,212489.90625,76856.2734375,289346.1875
139,44,106926,107026,100,0,100,125,full_window_off,294,394,197981.0,70838.453125,268819.46875
140,83,197675,197779,104,0,104,158,full_window_off,253,357,209069.375,79679.125,288748.5
141,74,179372,179476,104,0,104,93,full_window_off,402,506,260189.8125,80095.53125,340285.34375
142,64,153600,153699,99,0,99,129,full_window_off,373,472,236252.15625,75178.21875,311430.375
143,43,103375,103477,102,0,102,143,full_window_off,117,219,275431.78125,74116.7421875,349548.53125
144,81,193103,193208,105,0,105,123,full_window_off,319,424,130169.703125,79812.765625,209982.46875
145,39,93263,93368,105,0,105,170,full_window_off,30,135,186564.25,79813.4453125,266377.6875
146,9,24365,24468,103,0,103,99,full_window_off,300,403,202124.828125,75029.5234375,277154.34375
147,68,165504,165610,106,0,106,86,full_window_off,264,370,258583.875,82136.578125,340720.46875
148,47,114207,114308,101,0,101,187,full_window_off,269,370,206247.6875,71206.03125,277453.6875
149,35,85317,85418,101,0,101,189,full_window_off,44,145,190261.484375,74888.515625,265150.0
150,83,197675,197779,104,0,104,30,full_window_off,117,221,161399.53125,79679.1171875,241078.671875
151,69,166851,166912,61,0,61,145,full_window_off,438,499,169700.875,32783.16015625,202484.015625
152,63,153089,153109,20,0,20,126,full_window_off,170,190,110493.578125,39088.4140625,149581.984375
153,0,71,173,102,0,102,25,full_window_off,122,224,104719.84375,74465.0546875,179184.90625
154,3,9728,9817,89,0,89,99,full_window_off,329,418,202124.828125,73056.2734375,275181.09375
155,81,193103,193208,105,0,105,95,full_window_off,357,462,369420.09375,79812.765625,449232.875
156,83,197675,197779,104,0,104,169,full_window_off,190,294,230905.734375,79679.125,310584.875
157,27,65664,65770,106,0,106,190,full_window_off,98,204,328092.8125,82357.671875,410450.5
158,34,83405,83510,105,0,105,16,full_window_off,323,428,164205.40625,80016.15625,244221.5625
159,55,135025,135127,102,0,102,18,full_window_off,91,193,175421.703125,74846.75,250268.4375
160,47,114207,114308,101,0,101,106,full_window_off,330,431,313681.53125,71206.03125,384887.5625
161,22,50822,50926,104,0,104,180,full_window_off,181,285,215498.21875,81530.828125,297029.03125
162,69,166851,166912,61,0,61,46,full_window_off,16,77,89935.0,32783.16015625,122718.15625
163,4,14303,14336,33,0,33,72,full_window_off,457,490,232563.03125,28000.966796875,260564.0
164,4,14303,14336,33,0,33,71,full_window_off,52,85,208480.8125,28000.966796875,236481.78125
165,79,189230,189334,104,0,104,133,full_window_off,311,415,264980.96875,79918.71875,344899.6875
166,60,147780,147884,104,0,104,130,full_window_off,316,420,294654.71875,75098.859375,369753.59375
167,0,71,173,102,0,102,170,full_window_off,304,406,186564.25,74465.046875,261029.3125
168,62,150661,150766,105,0,105,78,full_window_off,326,431,96551.859375,81628.09375,178179.9375
169,32,77922,78026,104,0,104,10,full_window_off,371,475,285501.8125,79528.90625,365030.75
170,19,45194,45296,102,0,102,21,full_window_off,255,357,153366.671875,74469.53125,227836.21875
171,19,45194,45296,102,0,102,169,full_window_off,182,284,230905.734375,74469.53125,305375.25
172,0,71,173,102,0,102,186,full_window_off,211,313,124627.1796875,74465.0546875,199092.234375
173,22,50822,50926,104,0,104,133,full_window_off,217,321,264980.96875,81530.828125,346511.78125
174,2,7086,7251,165,0,165,151,full_window_off,139,304,147062.390625,105656.671875,252719.078125
175,59,146490,146591,101,0,101,176,full_window_off,251,352,303894.40625,73714.5078125,377608.90625
176,57,139137,139240,103,0,103,49,full_window_off,97,200,97229.9453125,74984.890625,172214.84375
177,35,85317,85418,101,0,101,168,full_window_off,215,316,237533.875,74888.515625,312422.375
178,29,69797,69901,104,0,104,154,full_window_off,349,453,207612.453125,81518.4453125,289130.875
179,76,183295,183350,55,0,55,58,full_window_off,325,380,304818.875,45566.28515625,350385.1875
180,50,122444,122545,101,0,101,87,full_window_off,163,264,214405.03125,73052.703125,287457.75
181,9,24365,24468,103,0,103,54,full_window_off,225,328,252256.375,75029.515625,327285.875
182,75,183041,183144,103,0,103,170,full_window_off,76,179,186564.25,77886.1796875,264450.4375
183,57,139137,139240,103,0,103,18,full_window_off,276,379,175421.703125,74984.890625,250406.59375
184,29,69797,69901,104,0,104,87,full_window_off,293,397,214405.03125,81518.4453125,295923.5
185,36,87780,87884,104,0,104,158,full_window_off,218,322,209069.375,79536.734375,288606.125
186,84,199751,199853,102,0,102,126,full_window_off,121,223,110493.578125,74521.7734375,185015.34375
187,65,156258,156364,106,0,106,81,full_window_off,217,323,102885.484375,81825.28125,184710.75
188,11,26859,26959,100,0,100,24,full_window_off,237,337,175771.15625,70429.3359375,246200.484375
189,15,35185,35287,102,0,102,194,full_window_off,351,453,212714.5625,74904.8359375,287619.40625
190,59,146490,146591,101,0,101,146,full_window_off,245,346,176447.0,73714.5078125,250161.5
191,5,14367,14468,101,0,101,78,full_window_off,204,305,96551.859375,71039.984375,167591.828125
192,77,185156,185258,102,0,102,42,full_window_off,204,306,163253.015625,74918.6328125,238171.640625
193,29,69797,69901,104,0,104,27,full_window_off,42,146,150879.1875,81518.4375,232397.640625
194,31,76862,76926,64,0,64,18,full_window_off,30,94,175421.703125,45861.53125,221283.25
